SbjNum,Filter,Date,Srvyr,SbjNam,UsrUnq,Duration,Upload,SubjData,RvwTime,RvwComment,SrvyrComment,Complete,StopQ,Test,ParentID,Latitude,Longitude,Status,UTCDiff,QAScore,FrScName,ExReNum,VStart,VEnd,RvwName,gis12_LA,gis12_LO,enum2,custid2,loc2,locconf2,state2,lga2,town2,giscap2,gender2,age2,consent2,ref2,underag2,nfvcdf2,nfvcdh2,nfvcdseh2,nfvcdci2,nfvcdsh2,nfvcdw2,nfvcdo2,Q_110_S,nfvcddk2,nfvcdrf2,nfvcdhmp2,nfctvf2,nfctvh2,nfctvseh2,nfctvci2,nfctvsh2,nfctvw2,nfctvo2,Q_113_S,nfctvdk2,nfctvrf2,nfctvhmp2,nfbuyf2,nfbuymk2,nfbuyhwk2,nfbuyomk2,nfbuyohwk2,nfbuyse2,nfbuysv2,nfbuysmk2,nfbuyo2,Q_116_S,nfbuydk2,nfbuyrf2,nfborf2,nfborhh2,nfbornei2,nfborout2,nfboro2,Q_118_S,nfbordk2,nfborrf2,nfwhhf2,nfspb2,nfswpbfa2,nfswpblov2,nfswpbmn2,nfswpbc2,nfswpbcri2,nfswpbjea,nfswpbo2,Q_121_S,nfswpbdk2,nfswpbrf2,fff2,mpuse2,mpuselw2,smsf2,mpnwa2,mpnwe2,mpnwgl2,mpnwmtn2,mpnwv2,mpnwoth2,Q_127_S,mpnwdk2,mpnwrf2,mtnsms2,webuse2,mpweb2,cimp2,hchaup2,hchacp2,hchad2,hchap2,hchanh2,hchaoth2,Q_133_S,hchadk2,hcharf2,hches2,hcheot2,hchef2,hcheeg2,hchenh2,hcheoth2,Q_134_S,hchedk2,hcherf2,ancgw2,ancp2,ancg2,anclot2,ancr2,ancpf2,ancgm2,ancgem2,anccpgw2,anca2,ancrpgwcc2,ancrpgwd2,ancrpgw2,ancrcpgw2,anccg2,ancag2,ancrgd2,ancrccg2,ancrg2,ancrcg2,nncr2,nncrc2,pacgw2,pacp2,pacg2,pacaf2,pcexpf2,pcexgwf2,paccpgw2,pacapgw2,pacri2,pacrdgw2,pacrgpgw2,prsbcrgw2,prsbcrc2,paccg2,pacag2,pacrcgc2,pacrdg2,pacrgg2,prsbg2,prsbcry2,nfn2,Q_611,wog12,wog22,wgwog2,Q_195_S,hgwog2,Q_196_S,wogl2,wogwh2,Q_199_S,wogpsa2,wogsc2,wogwn2,wogwa2,wogaan2,wogaap2,wogaaa2,wogaaj2,wogaae2,wogaat2,wogaacj2,wogaact2,wogaac2,wogaaoth2,Q_204_S,wogaa992,wogaadr2,wogaadk2,wogaarf2,wogaawhyc2,wogaawhyj2,wogaawhyr2,wogaawhyoth2,wogaawhydk2,wogaawhyrf2,wogan2,wogsn2,wogm2,wogm992,wogml2,wogcsa2,wwogcg2,wwogcp2,wwogcs2,wwogch2,wwogcd2,wwogcb2,wwogcoth2,Q_214_S,wwogcdk2,wwogcrf2,wogb2,wogbth2,wogth992,wogcrsms2,wogcrasmsn2,wogcrasmsp2,wogcrasmsa2,wogcrasmsj2,wogcrasmse2,wogcrasmst2,wogcrasmscj2,wogcrasmsct2,wogcrasmsc2,wogcrasmsoth2,Q_219_S,wogcrasms972,wogcrasmsdk2,wogcrasmsrf2,wogcrsmss2,wogcrsmsft2,crsmsf2,crsmssms2,crsmsm2,crsmsff2,crsmsd2,Q_222_S,crsmsdk2,crsmsrf2,wogwp2,wogwp992,wogwwh2,wogwwnh2,wogwwr2,wogwwb2,wogwwbs2,wogwwt2,wogwwip2,wogwwfs2,wogwwoth2,Q_226_S,wogwwdk2,wogwwrf2,wogwwuf2,wogwwupa2,wogwwuof2,wogwwus2,wogwwuoth2,Q_227_S,wogwwu02,wogwwudk2,wogwwurf2,wognwwu2,wogothm2,wogd2,wogwdwp2,wogwdwop2,wogwdwpns2,wogwdwdk2,wogwdwrf2,wogtdc2,wogtdhr2,wogtdlov2,wogtdgr2,wogtdp2,wogtdj2,wogtdcr2,wogtdm2,wogtdnp2,wogtdnt2,wogtdf2,wogtdfs2,wogtdt2,wogtdv2,wogtdpo2,wogtdoth2,Q_232_S,wogtddk2,wogtdrf2,woggsp2,woggss2,woggsa2,woggsc2,woggsf2,woggsng2,woggsnb2,woggsoth2,Q_233_S,woggsnm2,woggsdk2,woggsrf2,wogcrp2,wogcrsc2,wogcrscp2,wogcrscs2,wogcrsca2,wogcrscc2,wogcrscf2,wogcrscn2,wogcrscoth2,Q_236_S,wogcrscu2,wogcrscdk2,wogcrscrf2,wogcr2,wogcr992,wogucrgw2,wogucrp2,wogucrg2,wogucroth2,Q_238_S,wogucrdk2,wogucrrf2,wog2p2,wogp1age2,wogp1992,wogp1gen2,wogp2age2,wogp2992,wogp2gen2,smsur2,smsurn2,smsb2,smsp2,smsba2,smscrl2,smscrp2,smscrb2,smscrbp2,smscrbs2,smscrba2,smscrbc2,smscrbf2,smscrbn2,smscrboth2,Q_256_S,smscrbu2,smscrbdk2,smscrbrf2,smsucrb2,smsucrb992,smsucrbgw2,smsucrbp2,smsucrbg2,smsucrboth2,Q_258_S,smsucrbdk2,smsucrbrf2,nnsmscr2,nnsmscrbd2,smsncrbd992,nwnsmscr2,nwnsmscrd2,nwnsmscrd992,imoa2,imotd2,immpb2,imgw2,eqhhr2,eqed2,eqedl2,eqeds2,eqjob2,eqm2,eqm992,eqmhh2,eqmhh992,eqmg2,eqmgweo2,eqmgwp2,eqmgwt2,eqmgwoth2,Q_281_S,eqmgwdk2,eqmgwrf2,eqitv2,eqitvu2,eqivcd2,eqivcdu2,eqictv2,eqictvu2,eqig2,eqigu2,ida2,ida992,idb2,idbs2,idbs992,idbp2,idbp992,idlat12,idlat22,idlss12,idlss22,idfl2,idpma2,idpmss2,idcia2,idcss2,ideg2,Q_308_S,idls2,Q_309_S,cacm2,cme2,cmdp2,cadc2,cqdo2,cphc2,cphcoa2,cphcm2,cphcd2,cppa2,cpwpas2,cpwpar2,cpwpahc2,cpwpam2,cpwpaw2,cpwpae2,cpwpacth2,cpwpaoth2,Q_323_S,cpwpadk2,cpwparf2,cpbc2,cpbp2,cpbv2,cpboth2,cplp2,cplcp2,cpmaf2,cpmaf992,cpwaf2,cpwaf992,cpcgo2,cpcngo2,abrnb2,abrsms2,pnc2,pn12,pn1992,pnc22,pn22,pn2992,pnf12,pnf1992,pnf22,pnf2992,Q_349,locc12,locc22,locc32,reloc2,relocc2,eos2,Q_355_S,eonp2,eowh2,eows2,eowv2,eowoth2,Q_357_S,eosos2,eors2,eorc2,gis22_LA,gis22_LO,eocmt2
8627394,-1,2/14/14 07:13,post,Android_Subject,,00:01:15:56,2/14/14 16:40,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,1,,,,2/14/14 07:13,2/14/14 08:29,,NA,NA,practice S O,99999,691,1,3,ughelli north,abarevwo,NA,0,22,1,NA,NA,3,0,1,0,0,0,0,,0,0,1,3,1,0,0,0,0,0,,0,0,2,2,0,1,0,0,0,0,0,0,,0,0,3,1,1,0,0,,0,0,3,2,1,1,1,0,0,0,0,,0,0,3,1,0,2,0,0,1,0,0,0,,0,0,2,2,1,0,1,1,1,0,0,0,,0,0,0,0,1,0,0,0,,0,0,3,3,3,3,0,4,3,3,1,3,0,3,1,3,3,3,3,3,1,0,0,0,3,3,3,4,1,3,0,3,0,3,0,0,1,0,3,0,3,0,1,1,my love,NA,0,1,2,,3,,2,1,,2,2,0,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,2,2,corruption,NA,3,1,1,1,0,0,0,0,0,,0,0,1,justice,NA,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,1,0,0,0,0,0,,0,0,federal  government,NA,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,2,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,students and worker,NA,1,my friends,NA,0,1,2,3,2,0,NA,12,0,2000,NA,5000,NA,0,0,0,0,0,,0,0,1,1,1,1,0,NA,0,NA,area One,NA,1,NA,NA,NA,NA,22,4,22,4,1,0,NA,3,3,14,,14,,0,0,0,3,0,1,NA,1,1,1,1,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,no,NA,no,NA,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,NA,NA,NA,NA,2,,2,1,0,0,0,,1,1,1,NA,NA,succeful
8627409,-1,2/7/11 07:58,post,Android_Subject,,00:00:52:25,2/14/14 16:41,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,1,,,,2/7/11 07:58,2/7/11 08:50,,NA,NA,practice F O,99999,691,1,3,ugheli north,Abrevwo,NA,1,20,1,NA,NA,4,1,0,0,0,0,0,,0,0,0,4,1,0,0,0,0,0,,0,0,0,4,1,1,0,0,0,0,0,0,,0,0,3,0,1,0,0,,0,0,3,1,1,1,1,0,0,0,0,,0,0,3,1,1,2,0,0,0,1,0,0,,0,0,2,2,1,0,0,0,0,0,0,1,no idea,0,0,0,0,0,0,1,0,,0,0,2,0,1,1,0,4,1,0,0,0,1,0,0,3,3,3,0,2,0,3,3,3,1,1,2,4,4,3,3,3,0,2,3,3,3,2,1,2,3,3,3,3,the brave warrior,NA,0,1,3,,1,,2,2,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,3,3,corruption no good,NA,1,1,1,1,0,0,0,0,0,,0,0,1,dem dey display number to report corruption,NA,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,,0,0,i don't know,NA,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,3,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,98,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,98,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,ordinary people,NA,0,NA,NA,3,2,1,0,3,1,13,NA,0,0,NA,1000,NA,1,0,1,0,0,,0,0,1,1,1,1,1,1,1,1,Abrevo,NA,1,NA,NA,NA,NA,15,4,20,4,1,1,0,1,0,23,,23,,0,1,0,0,0,1,NA,2,1,1,0,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,2,NA,2,NA,1,0,1,NA,1,08074115750,NA,0,NA,NA,NA,NA,NA,NA,NA,691,NA,NA,NA,NA,4,,0,1,0,0,0,,1,1,1,NA,NA,it's been a wonderful time.
8633826,-1,2/15/14 02:33,post,Android_Subject,,00:00:46:58,2/15/14 03:20,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,1,,,,2/15/14 02:33,2/15/14 03:20,,NA,NA,justice practice,99999,41,1,4,port Harcourt,port Harcourt,NA,1,24,1,NA,NA,1,1,1,0,0,0,0,,0,0,1,2,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,2,0,1,0,0,,0,0,2,1,1,1,1,1,0,0,0,,0,0,0,1,1,3,0,0,0,1,0,0,,0,0,1,3,1,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,3,3,3,3,0,4,3,2,0,3,2,3,2,3,1,3,3,0,1,1,0,3,3,3,3,4,3,4,1,3,0,3,3,0,2,1,3,0,1,3,0,2,the prince is mine. domebi goes to school,NA,0,1,4,,1,,3,1,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,3,3,about corruption,NA,3,1,1,1,0,0,0,0,0,,0,0,1,to report corruption,NA,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,0,0,NA,98,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,15,NA,0,14,NA,1,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,NA,98,1,integrity Nigeria,NA,0,0,3,3,3,1,13,NA,0,10000,NA,NA,98,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,chioba,NA,1,NA,NA,NA,NA,24,4,24,4,1,0,NA,3,3,13,,13,,1,1,0,3,4,1,NA,1,0,1,1,1,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,3,NA,3,NA,0,0,1,NA,1,NA,99,NA,NA,99,NA,99,NA,99,NA,41,NA,NA,NA,NA,4,,0,1,0,0,0,,1,1,1,NA,NA,ok
8646031,-1,2/15/14 10:50,post,Android_Subject,,00:03:13:16,2/15/14 14:04,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,0,,,,2/15/14 10:50,2/15/14 14:04,,NA,NA,Practice M. A,99999,0,1,1,Uyo,Uyo,NA,0,25,1,NA,NA,3,1,0,0,0,0,0,,0,0,2,2,1,0,0,0,0,0,,0,0,2,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,3,1,1,0,0,1,0,0,0,,0,0,0,1,1,3,1,0,0,1,0,0,,0,0,3,0,NA,0,0,0,0,0,0,1,briberry,0,0,0,0,0,0,1,0,,0,0,1,1,3,3,1,2,1,3,3,2,1,1,1,2,3,3,1,3,1,2,1,2,2,3,3,4,2,2,2,3,3,1,1,0,2,2,3,2,1,1,0,2,Immaculate heart and The sorrow of the king,NA,0,1,2,,3,,3,1,,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,3,2,Corruption,NA,2,0,0,0,0,0,0,0,0,,0,0,1,If you see corruption report,NA,1,1,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,Natufe,NA,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,25,NA,0,15,NA,0,1,2,1,1,0,1,0,98,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,Students and pastors,NA,1,Media people,NA,2,2,2,0,3,0,NA,13,0,1500,NA,0,NA,0,0,0,0,0,,0,0,1,1,1,1,1,1,0,NA,Uyo,NA,0,Akwa Ibom,NA,Etinan,NA,3,4,24,4,1,0,NA,2,2,9,,9,,0,1,0,99,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,1,0,O,NA,O,NA,1,1,1,NA,1,Ooooooooo,NA,0,NA,NA,NA,98,Ooooooooo,NA,NA,0,NA,NA,NA,NA,5,,0,1,0,0,0,,1,2,2,NA,NA,It was successfu
8660897,-1,2/16/14 11:11,post,Android_Subject,,00:00:48:20,2/16/14 12:58,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,1,,,,2/16/14 11:11,2/16/14 11:59,,NA,NA,pratice o.c,99999,25,1,4,obioakpor,port harcourt,NA,0,25,1,NA,NA,3,1,0,0,0,0,0,,0,0,3,3,1,0,0,0,0,0,,0,0,3,2,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,,0,0,3,1,1,1,0,1,0,0,0,,0,0,1,1,1,4,0,0,0,1,0,0,,0,0,2,0,NA,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,2,3,2,3,0,4,2,1,0,1,0,1,1,2,0,1,2,1,1,2,1,2,2,3,2,4,0,0,2,3,2,2,99,0,0,2,3,2,2,2,0,0,"the gate man,nkasi the footballer",NA,0,0,NA,,NA,,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,NA,0,0,0,0,0,,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,NA,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,98,98,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,98,NA,98,98,NA,98,1,1,1,3,3,0,NA,12,1,10000,NA,30000,NA,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,0,mile 4,NA,0,abia state,NA,nkpoka,NA,5,4,5,4,1,0,NA,0,2,11,,11,,0,0,0,2,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,2,NA,7,NA,0,0,1,NA,1,NA,99,NA,NA,99,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,4,,0,1,0,0,0,,1,2,2,NA,NA,it was a bit fun
8661563,-1,2/16/14 14:04,post,Android_Subject,,00:00:32:16,2/16/14 13:37,,12/31/99 23:59,,,TRUE,,FALSE,,,,Approved,0,,,,2/16/14 14:04,2/16/14 14:36,,NA,NA,Agbovu collins k,99999,10,1,4,port harcourt,diobu,NA,1,28,1,NA,NA,4,1,1,0,0,0,0,,0,0,2,4,0,1,0,0,0,0,,0,0,2,4,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,4,2,1,1,0,0,0,0,0,,0,0,0,1,1,4,0,1,0,1,0,0,,0,0,3,3,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,1,0,,0,0,1,2,2,2,1,4,2,2,1,2,1,3,1,0,1,3,98,98,3,0,0,2,2,2,2,4,0,0,2,2,2,2,2,0,1,2,3,3,3,1,0,2,"baby oku,the fighter,osofia's wedding,water of gold,",NA,1,NA,2,,3,,2,1,,3,2,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,2,2,stand on your right,NA,2,1,1,1,1,1,1,0,0,,0,0,1,how to report curruption,NA,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,0,0,NA,98,1,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,,0,0,0,2,2,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,"students,civil servants",NA,0,NA,NA,0,0,3,3,3,0,NA,13,0,NA,98,NA,98,0,0,0,0,0,,0,0,1,1,1,1,0,NA,1,1,diobu,NA,0,imo state,NA,Umunachi,NA,21,4,28,4,1,1,0,2,2,11,,11,,1,1,0,4,4,1,NA,88,88,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,0,10,NA,5,NA,1,0,1,NA,1,08103008927,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,4,,3,1,0,0,0,,1,1,1,NA,NA,good
8663846,-1,2/16/14 17:20,post,Android_Subject,,00:00:14:33,2/16/14 16:35,,12/31/99 23:59,,,TRUE,,FALSE,,4.7941611,6.9869632,Approved,0,,,,2/16/14 17:20,2/16/14 17:35,,NA,NA,practice AC,99999,10,1,4,port harcourt,diobu,NA,0,28,1,NA,NA,4,1,1,0,0,0,0,,0,0,2,4,0,1,0,0,0,0,,0,0,2,4,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,4,2,1,1,0,0,0,0,0,,0,0,0,1,1,4,0,1,0,1,0,0,,0,0,3,3,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,1,0,,0,0,2,2,2,2,3,4,2,2,1,3,1,1,3,0,1,3,98,98,3,0,1,2,2,2,2,4,0,0,2,3,2,3,1,0,1,2,2,2,2,1,0,3,"baby oku, the fighter,osofia's wedding,water of gold",NA,1,NA,2,,3,,2,1,,1,2,1,1,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,2,2,how to fight for our right,NA,2,1,1,1,1,1,1,0,0,,0,0,1,how we go take fight curruption,NA,1,1,0,0,1,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,0,0,NA,98,1,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,,0,0,0,2,2,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,"students,civil servants",NA,0,NA,NA,0,0,3,3,3,0,NA,13,0,NA,98,NA,98,0,0,0,0,0,,0,0,1,1,1,1,0,NA,1,1,diobu,NA,0,imo state,NA,umunachi,NA,21,4,28,4,1,1,0,2,2,11,,11,,0,1,0,4,4,1,NA,88,88,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,0,10,NA,5,NA,1,0,1,NA,1,08103008927,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,4,,2,1,0,0,0,,1,1,1,NA,NA,good
8670055,-1,2/16/14 11:11,post,Android_Subject,,00:15:54:32,2/17/14 03:06,,12/31/99 23:59,,,TRUE,,FALSE,,4.930460731,6.2700068,Approved,0,,,,2/16/14 11:11,2/17/14 03:05,,NA,NA,kabowei peremobowei Erin,99999,343,1,2,Yenagoa,Yenagoa,NA,0,20,1,NA,NA,4,1,1,0,0,0,0,,0,0,1,4,1,1,0,0,0,0,,0,0,1,2,1,1,1,1,0,1,0,0,,0,0,3,0,1,1,0,,0,0,4,1,1,1,1,1,1,1,0,,0,0,3,1,0,3,0,0,0,1,0,0,,0,0,2,0,NA,0,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,,0,0,1,3,2,2,0,3,3,3,1,3,1,2,0,2,1,3,2,1,0,2,1,2,2,3,3,4,0,2,2,3,2,3,1,0,2,2,3,1,3,1,0,2,Dumebi the dirty girl,NA,0,0,NA,,NA,,NA,NA,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,NA,0,0,0,0,0,,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,NA,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,Human Activist,NA,0,NA,NA,0,2,2,3,4,0,NA,12,1,5000,NA,14000,NA,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,Ebebelebiri,NA,0,Lagos,NA,isachi,NA,5,3,NA,4,1,0,NA,2,2,24,,25,English,0,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,Non,NA,1,NA,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,5,,1,1,0,0,0,,1,1,1,NA,NA,Successful
8670457,-1,2/16/14 10:52,post,Android_Subject,,00:01:11:36,2/17/14 03:40,,12/31/99 23:59,,,TRUE,,FALSE,,5.008009386,7.973258284,Approved,1,,,,2/16/14 10:52,2/16/14 12:04,,NA,NA,practice EU,99999,21,1,1,ifa,uyo,NA,0,30,1,NA,NA,3,1,0,0,0,0,0,,0,0,2,3,1,0,0,0,0,0,,0,0,2,1,0,0,0,0,0,1,0,0,,0,0,2,0,1,0,0,,0,0,3,1,1,0,0,0,0,0,0,,0,0,2,1,1,3,1,0,0,0,0,0,,0,0,2,3,0,2,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,,0,0,1,1,1,1,0,2,1,0,1,2,0,3,0,2,0,2,3,0,0,2,0,2,2,3,2,3,1,99,2,3,2,2,1,0,2,1,2,2,3,1,0,2,stronger than pain,NA,1,NA,5,from the distributor,4,distributor,2,2,,1,2,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,3,2,corruption,NA,3,1,1,1,0,0,0,1,0,,0,0,99,NA,98,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,,0,0,activist,NA,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,2,3,3,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,34,NA,1,19,NA,0,0,NA,NA,NA,0,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,senior citizen,NA,0,NA,NA,2,2,2,3,2,0,NA,12,1,5000,NA,7000,NA,1,0,0,1,0,,0,0,1,1,1,1,1,1,1,0,ifa,NA,1,NA,NA,NA,NA,7,4,9,4,2,0,NA,0,2,9,,9,,0,0,0,2,1,1,NA,1,1,1,0,1,0,0,1,0,0,0,,0,0,1,1,0,1,1,0,3,NA,6,NA,1,0,1,NA,1,00000000000,NA,0,NA,NA,NA,98,NA,98,NA,21,NA,NA,NA,NA,4,,3,1,0,0,0,,1,1,1,NA,NA,successfully completed
